source,term_name,term_id,adjusted_p_value,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,effective_domain_size,intersections
GO:CC,exocytic vesicle membrane,GO:0099501,4.63424E-05,4.33402186,166,96,8,26207,"SNCA,CLTC,ATP6V1B2,ATP6V1A,VAMP2,RAB3A,SH3GL2,SYP"
GO:CC,vesicle,GO:0031982,6.31625E-05,4.199540697,2207,96,25,26207,"TUBA8,GAPDH,YWHAZ,YWHAG,HSP90AB1,HSPA8,YWHAE,PEBP1,HSP90AA1,SNCA,DNM1,ALB,NME1,CLTC,ATP6V1B2,ATP6V1A,VAMP2,RAB3A,YWHAB,SH3GL2,PRDX5,RAN,NCDN,RAB15,SYP"
GO:CC,perinuclear region of cytoplasm,GO:0048471,6.66057E-05,4.176488409,812,96,15,26207,"YWHAZ,HSP90AB1,HSPA8,ARF5,HSP90AA1,SNCA,NME1,VAMP2,RAB3A,YWHAB,EIF4A2,SH3GL2,PRDX5,RAB15,SYP"
GO:CC,clathrin-coated vesicle membrane,GO:0030665,8.68592E-05,4.061184354,75,96,6,26207,"CLTC,ATP6V1B2,ATP6V1A,VAMP2,RAB3A,SYP"
GO:CC,photoreceptor ribbon synapse,GO:0098684,9.94663E-05,4.002324147,17,96,4,26207,"HSPA8,DNM1,CLTC,SH3GL2"
GO:CC,transport vesicle,GO:0030133,0.000107335,3.969256917,421,96,11,26207,"HSPA8,PEBP1,SNCA,DNM1,CLTC,ATP6V1B2,ATP6V1A,VAMP2,RAB3A,SH3GL2,SYP"
GO:CC,actin-based cell projection,GO:0098858,0.000111624,3.95224311,256,96,9,26207,"ACTA1,TUBB3,CFL1,ATP6V1B2,MAP2,ATP6V1A,CALB1,CA2,FSCN1"
GO:CC,protein-containing complex,GO:0032991,0.000231352,3.635726739,7221,96,49,26207,"ACTA1,HBB-BS,ACTB,ACTBL2,GAPDH,TUBB5,HBA-A1,YWHAZ,DPYSL2,ENO1,HSP90AB1,HSPA8,ALDOA,ENO2,TUBB4B,YWHAE,LDHB,TNNC2,PKM,LDHA,CAMK2A,GLUL,PPIA,HSP90AA1,UQCRC2,PPP3CA,SNCA,DNM1,ALB,EEF1A2,GDI1,CLTC,ATP6V1B2,MAP2,ATP6V1A,GSTM1,VAMP2,RAB3A,YWHAB,FKBP1A,EIF4A2,PPP3R1,YWHAQ,GSTP1,ATP5F1B,HINT1,RAN,RPLP2,SYP"
GO:CC,clathrin-sculpted glutamate transport vesicle membrane,GO:0060203,0.000242334,3.615586265,6,96,3,26207,"VAMP2,RAB3A,SYP"
GO:CC,clathrin-sculpted glutamate transport vesicle,GO:0060199,0.000242334,3.615586265,6,96,3,26207,"VAMP2,RAB3A,SYP"
GO:CC,cytoplasmic vesicle,GO:0031410,0.000297053,3.527166414,2068,96,23,26207,"TUBA8,GAPDH,YWHAZ,HSP90AB1,HSPA8,YWHAE,PEBP1,HSP90AA1,SNCA,DNM1,NME1,CLTC,ATP6V1B2,ATP6V1A,VAMP2,RAB3A,YWHAB,SH3GL2,PRDX5,RAN,NCDN,RAB15,SYP"
GO:CC,intracellular vesicle,GO:0097708,0.000309664,3.509109307,2073,96,23,26207,"TUBA8,GAPDH,YWHAZ,HSP90AB1,HSPA8,YWHAE,PEBP1,HSP90AA1,SNCA,DNM1,NME1,CLTC,ATP6V1B2,ATP6V1A,VAMP2,RAB3A,YWHAB,SH3GL2,PRDX5,RAN,NCDN,RAB15,SYP"
GO:CC,cellular anatomical structure,GO:0110165,0.000426345,3.370239201,22821,96,96,26207,"ACTA1,TUBA1C,TUBB3,TUBA8,HBB-BS,ACTB,ACTBL2,GAPDH,TUBB4A,TUBB2A,TUBB5,TUBA4A,CKB,TUBA3A,HBA-A1,YWHAZ,YWHAG,DPYSL2,TUBB6,MDH1,ENO1,HSP90AB1,HSPA8,ALDOA,ENO2,CALML3,TUBB4B,TPI1,EEF1A1,PGAM1,YWHAE,CFL1,LDHB,VSNL1,TNNC2,GOT1,STMN1,UCHL1,PEBP1,PKM,PGK1,LDHA,ARF5,SNCB,CAMK2A,GLUL,PPIA,GPI,HSP90AA1,ARHGDIA,MIF,UQCRC2,PPP3CA,SNCA,DNM1,ALB,NME1,EEF1A2,YWHAH,PFN2,GDI1,CLTC,ALDOC,ATP6V1B2,GSTM5,MAP2,PCP4,PRDX2,CRMP1,ATP6V1A,GSTM1,VAMP2,RAB3A,YWHAB,FKBP1A,EIF4A2,PURA,PFN1,PPP3R1,YWHAQ,GSTP1,SH3GL2,ATP5F1B,HINT1,CALB1,PRDX5,RAN,ACOT7,CA2,GDI2,FSCN1,NCDN,PRDX6,RAB15,RPLP2,SYP"
GO:CC,clathrin-coated vesicle,GO:0030136,0.000493954,3.306313691,158,96,7,26207,"DNM1,CLTC,ATP6V1B2,ATP6V1A,VAMP2,RAB3A,SYP"
GO:CC,clathrin-sculpted vesicle,GO:0060198,0.000674929,3.170742135,8,96,3,26207,"VAMP2,RAB3A,SYP"
GO:CC,transport vesicle membrane,GO:0030658,0.000681583,3.166480967,237,96,8,26207,"SNCA,CLTC,ATP6V1B2,ATP6V1A,VAMP2,RAB3A,SH3GL2,SYP"
GO:CC,mitotic spindle,GO:0072686,0.000803415,3.095060068,170,96,7,26207,"TUBB3,TUBB4A,TUBB2A,TUBB5,TUBB6,TUBB4B,CLTC"
GO:CC,ribbon synapse,GO:0097470,0.001104267,2.956925723,30,96,4,26207,"HSPA8,DNM1,CLTC,SH3GL2"
GO:CC,coated vesicle membrane,GO:0030662,0.001518563,2.818567245,122,96,6,26207,"CLTC,ATP6V1B2,ATP6V1A,VAMP2,RAB3A,SYP"
GO:CC,dendritic growth cone,GO:0044294,0.001972805,2.704915783,11,96,3,26207,"HSP90AB1,HSP90AA1,MAP2"
GO:CC,secretory vesicle,GO:0099503,0.002408037,2.618336826,698,96,12,26207,"TUBA8,HSPA8,PEBP1,SNCA,DNM1,CLTC,ATP6V1B2,ATP6V1A,VAMP2,RAB3A,SH3GL2,SYP"
GO:CC,sperm fibrous sheath,GO:0035686,0.002623414,2.581133225,12,96,3,26207,"ALDOA,LDHA,GSTM5"
GO:CC,organelle,GO:0043226,0.002651657,2.576482664,16179,96,79,26207,"ACTA1,TUBA1C,TUBB3,TUBA8,ACTB,ACTBL2,GAPDH,TUBB4A,TUBB2A,TUBB5,TUBA4A,CKB,TUBA3A,YWHAZ,YWHAG,DPYSL2,TUBB6,MDH1,HSP90AB1,HSPA8,ALDOA,TUBB4B,EEF1A1,YWHAE,CFL1,LDHB,TNNC2,STMN1,UCHL1,PEBP1,PKM,LDHA,ARF5,SNCB,CAMK2A,GLUL,PPIA,GPI,HSP90AA1,ARHGDIA,MIF,UQCRC2,PPP3CA,SNCA,DNM1,ALB,NME1,EEF1A2,PFN2,GDI1,CLTC,ALDOC,ATP6V1B2,GSTM5,MAP2,PCP4,PRDX2,CRMP1,ATP6V1A,VAMP2,RAB3A,YWHAB,FKBP1A,PURA,PFN1,GSTP1,SH3GL2,ATP5F1B,HINT1,CALB1,PRDX5,RAN,ACOT7,GDI2,FSCN1,NCDN,RAB15,RPLP2,SYP"
GO:CC,late endosome lumen,GO:0031906,0.003404961,2.467887814,2,96,2,26207,"GAPDH,HSPA8"
GO:CC,plasma membrane region,GO:0098590,0.004090493,2.388224319,1431,96,17,26207,"ENO1,HSP90AB1,HSPA8,ENO2,CFL1,CAMK2A,GPI,HSP90AA1,DNM1,NME1,CLTC,ATP6V1B2,MAP2,ATP6V1A,CA2,FSCN1,SYP"
GO:CC,actin cytoskeleton,GO:0015629,0.004319078,2.364608986,506,96,10,26207,"ACTA1,ACTB,ACTBL2,CFL1,TNNC2,SNCA,MAP2,CRMP1,CALB1,FSCN1"
GO:CC,postsynaptic cytosol,GO:0099524,0.004360861,2.360427775,42,96,4,26207,"HSPA8,CAMK2A,ALDOC,CALB1"
GO:CC,sperm flagellum,GO:0036126,0.005451995,2.263444543,228,96,7,26207,"TUBA3A,ALDOA,TUBB4B,LDHA,HSP90AA1,GSTM5,RAN"
GO:CC,membrane raft,GO:0045121,0.005929128,2.22700915,319,96,8,26207,"TUBA1C,ACTB,TUBB5,ENO1,ENO2,LDHB,PGK1,ATP5F1B"
GO:CC,membrane microdomain,GO:0098857,0.00619948,2.207644732,321,96,8,26207,"TUBA1C,ACTB,TUBB5,ENO1,ENO2,LDHB,PGK1,ATP5F1B"
GO:CC,coated vesicle,GO:0030135,0.00863198,2.063889589,245,96,7,26207,"DNM1,CLTC,ATP6V1B2,ATP6V1A,VAMP2,RAB3A,SYP"
GO:CC,dendrite terminus,GO:0044292,0.009576367,2.018799197,18,96,3,26207,"HSP90AB1,HSP90AA1,MAP2"
