"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:CC","cell projection membrane","GO:0031253","0.021341756140448486","1.670769846826914","373","98","8","26207","HSP90AB1,SLC1A2,HSP90AA1,ATP2B2,AKAP5,EPB41L3,ATP2B1,EZR"
"GO:CC","transporter complex","GO:1990351","0.02478339721430758","1.605839162435239","490","98","9","26207","ATP1A2,ATP1A3,ATP1A1,ATP1B1,ATP5F1B,NDUFS1,SLC17A7,ATP6V0C,SLC17A6"
"GO:CC","postsynaptic cytoskeleton","GO:0099571","0.02564432969819131","1.5910086482137957","24","98","3","26207","DBN1,ACTN4,ACTB"
"GO:CC","presynaptic active zone membrane","GO:0048787","0.027644741853536072","1.5583874611460535","65","98","4","26207","CANX,ATP2B2,ATP2B4,ATP2B1"
"GO:CC","clathrin-coated endocytic vesicle","GO:0045334","0.029062301082413897","1.5366700022943371","25","98","3","26207","AP2B1,AP2A1,AP2A2"
"GO:CC","actin filament","GO:0005884","0.02980872812939957","1.5256565539293754","126","98","5","26207","DBN1,ACTA1,ACTBL2,ACTB,EZR"
"GO:CC","sperm plasma membrane","GO:0097524","0.03276400701298249","1.4846029897807016","26","98","3","26207","HSP90AB1,HSP90AA1,HSP90B1"
"GO:CC","mitochondrial membrane","GO:0031966","0.04815391023552674","1.3173684411508435","791","98","11","26207","SLC1A3,SLC25A5,CANX,SLC25A4,SLC25A3,HK1,ATP5F1B,LETM1,NDUFS1,IMMT,OGDH"
"GO:CC","photoreceptor inner segment","GO:0001917","0.04823121280230527","1.3166718173498049","75","98","4","26207","DNM1,ATP1A3,DNM3,HSPA8"
"GO:CC","apical part of cell","GO:0045177","0.048586334418200705","1.3134858649213257","536","98","9","26207","HSP90AB1,ATP1A1,HSP90AA1,ATP2B2,AP2A1,ATP1B1,SLC3A2,ATP2B1,EZR"
"GO:CC","brush border","GO:0005903","0.048840083948687774","1.3112235982402483","140","98","5","26207","HSP90AB1,HSP90AA1,ACTN4,ACTB,EZR"
"GO:CC","growth cone","GO:0030426","0.04905595703270759","1.3093082472168263","221","98","6","26207","HSP90AB1,HSP90AA1,DPYSL2,DBN1,CRMP1,GPRIN1"
"KEGG","Endocrine and other factor-regulated calcium reabsorption","KEGG:04961","2.4954712343053176e-14","13.602847431950723","61","69","13","9330","ATP1A2,DNM1,ATP1A3,ATP1A1,DNM3,AP2B1,ATP2B2,AP2A1,ATP2B4,ATP1B1,ATP2B1,PRKCG,AP2A2"
"KEGG","Synaptic vesicle cycle","KEGG:04721","1.7543126688734573e-11","10.755893000328692","76","69","12","9330","SLC1A2,DNM1,SLC1A3,DNM3,AP2B1,NSF,AP2A1,SLC6A1,SLC17A7,ATP6V0C,AP2A2,SLC17A6"
"KEGG","Mineral absorption","KEGG:04978","0.000009917648667855439","5.003591280629933","54","69","7","9330","ATP1A2,ATP1A3,ATP1A1,ATP2B2,ATP2B4,ATP1B1,ATP2B1"
"KEGG","Pancreatic secretion","KEGG:04972","0.000011277415236500356","4.947790428469534","114","69","9","9330","ATP1A2,ATP1A3,ATP1A1,ATP2B2,ATP2B4,ATP1B1,ATP2B1,ATP2A2,PRKCG"
"KEGG","Salivary secretion","KEGG:04970","0.00001648716391301733","4.782854044346848","86","69","8","9330","ATP1A2,ATP1A3,ATP1A1,ATP2B2,ATP2B4,ATP1B1,ATP2B1,PRKCG"
"KEGG","cGMP-PKG signaling pathway","KEGG:04022","0.00003464577881970403","4.460349671499049","170","69","10","9330","ATP1A2,ATP1A3,ATP1A1,SLC25A5,ATP2B2,ATP2B4,SLC25A4,ATP1B1,ATP2B1,ATP2A2"
"KEGG","Aldosterone synthesis and secretion","KEGG:04925","0.000057526366258136854","4.240133057990506","101","69","8","9330","ATP1A2,ATP1A3,ATP1A1,ATP2B2,ATP2B4,ATP1B1,ATP2B1,PRKCG"
"KEGG","Thyroid hormone synthesis","KEGG:04918","0.00008967529108932887","4.047327204913673","74","69","7","9330","ATP1A2,ATP1A3,ATP1A1,CANX,HSP90B1,ATP1B1,PRKCG"
"KEGG","Gastric acid secretion","KEGG:04971","0.00009833111003536093","4.007309058168179","75","69","7","9330","ATP1A2,ATP1A3,ATP1A1,ATP1B1,ACTB,PRKCG,EZR"
"KEGG","Thyroid hormone signaling pathway","KEGG:04919","0.0002140410403536526","3.669502946789763","120","69","8","9330","ATP1A2,ATP1A3,ATP1A1,ATP1B1,ATP2A2,ACTB,PRKCG,PFKP"
"KEGG","Aldosterone-regulated sodium reabsorption","KEGG:04960","0.0006600724614637339","3.1804083858422967","38","69","5","9330","ATP1A2,ATP1A3,ATP1A1,ATP1B1,PRKCG"
"KEGG","Adrenergic signaling in cardiomyocytes","KEGG:04261","0.001427563595365553","2.845404535620724","155","69","8","9330","ATP1A2,ATP1A3,ATP1A1,ATP2B2,ATP2B4,ATP1B1,ATP2B1,ATP2A2"
"KEGG","Proximal tubule bicarbonate reclamation","KEGG:04964","0.0015079402646449211","2.821615862212216","22","69","4","9330","ATP1A2,ATP1A3,ATP1A1,ATP1B1"
"KEGG","Endocytosis","KEGG:04144","0.0017434131382887887","2.7585996855128965","263","69","10","9330","DNM1,AMPH,DNM3,AP2B1,AP2A1,HSPA8,DNAJC6,VPS35,BIN1,AP2A2"
"KEGG","Carbohydrate digestion and absorption","KEGG:04973","0.0021265763632165855","2.672319017592266","48","69","5","9330","ATP1A2,ATP1A3,ATP1A1,ATP1B1,HK1"
"KEGG","Huntington disease","KEGG:05016","0.005504876708286329","2.2592524033971384","301","69","10","9330","SLC1A2,SLC1A3,AP2B1,SLC25A5,AP2A1,SLC25A4,TUBA1C,ATP5F1B,NDUFS1,AP2A2"
"KEGG","cAMP signaling pathway","KEGG:04024","0.01863159660543467","1.7297499273249368","223","69","8","9330","ATP1A2,ATP1A3,ATP1A1,ATP2B2,ATP2B4,ATP1B1,ATP2B1,ATP2A2"
"KEGG","Protein processing in endoplasmic reticulum","KEGG:04141","0.02045078650147189","1.6892899851294505","170","69","7","9330","HSP90AB1,HSP90AA1,CANX,HSP90B1,HSPA8,VCP,HSPH1"
"KEGG","Antigen processing and presentation","KEGG:04612","0.02790873961850356","1.5542597761623471","82","69","5","9330","HSP90AB1,HSP90AA1,CANX,HSPA4,HSPA8"
"KEGG","Insulin secretion","KEGG:04911","0.03481921519386444","1.4581810218693236","86","69","5","9330","ATP1A2,ATP1A3,ATP1A1,ATP1B1,PRKCG"
"KEGG","Estrogen signaling pathway","KEGG:04915","0.03581235001799525","1.445967179508596","133","69","6","9330","HSP90AB1,HSP90AA1,HSP90B1,HSPA8,KRT10,KRT18"
"KEGG","Cardiac muscle contraction","KEGG:04260","0.036732470395316796","1.4349498627525596","87","69","5","9330","ATP1A2,ATP1A3,ATP1A1,ATP1B1,ATP2A2"
"REAC","Recycling pathway of L1","REAC:R-MMU-437239","3.097524160464943e-9","8.508985297473066","35","74","9","8469","DNM1,DNM3,AP2B1,DPYSL2,AP2A1,TUBA1C,ACTB,EZR,AP2A2"
